MT1751,568312.090,7441581.156
MT1746,568324.090,7441729.157
MT1749,568322.090,7442219.159
MT1750,568322.090,7442277.159
MT1785,567841.088,7439322.147
MT156,567855.088,7439229.147
MT157,567923.088,7439225.147
MT158,568012.088,7439218.147
MT158,568012.088,7439218.147
MT159,568009.088,7439224.147
MT1789,568073.088,7439213.147
MT160,568144.089,7439206.147
MT160,568144.089,7439206.147
MT161,568131.089,7439266.147
MT1521,568821.092,7439279.147
MT1522,568946.092,7439280.147
MT164,568946.092,7439280.147
MT165,568945.092,7439348.147
MT1790,568942.092,7439446.148
MT1791,568941.092,7439545.148
MT1793,569034.093,7439696.149
MT1794,569067.093,7439745.149
MT1796,569100.093,7439279.147
MT1797,569181.093,7439282.147
MT1800,569236.093,7439020.146
MT1801,569246.093,7438972.146
MT160,568144.089,7439206.147
MT166,568163.089,7439130.146
MT1803,568204.089,7438945.146
MT1804,568216.089,7438897.146
MT169,567955.088,7439565.148
MT170,567975.088,7439657.149
MT169,567955.088,7439565.148
MT1783,567976.088,7439495.148
MT171,567976.088,7439495.148
MT172,567977.088,7439481.148
MT173,565768.079,7439567.148
MT174,565837.079,7439426.148
MT174,565837.079,7439426.148
MT175,565860.079,7439338.148
MT1504,565323.077,7439288.147
MT180,565203.076,7439278.147
MT178,565203.076,7439278.147
MT179,565148.076,7439336.148
MT180,565203.076,7439278.147
MT181,565024.076,7439262.147
MT181,565024.076,7439262.147
MT182,564931.075,7439254.147
MT182,564931.075,7439254.147
MT183,564873.075,7439235.147
MT183,564873.075,7439235.147
MT184,564737.074,7439174.147
MT1422,564269.072,7438809.146
MT185,564198.072,7438754.145
MT186,564104.072,7438727.145
MT187,563981.071,7438694.145
MT1807,563742.070,7438871.146
MT189,563701.070,7438908.146
MT189,563701.070,7438908.146
MT190,563667.070,7438933.146
MT189,563701.070,7438908.146
MT191,563621.070,7438937.146
MT1703,563433.069,7439006.146
MT192,563301.068,7439054.147
MT192,563301.068,7439054.147
MT193,563345.069,7439211.147
MT193,563345.069,7439211.147
MT194,563276.068,7439298.148
MT1687,563262.068,7438919.146
MT195,563242.068,7438818.146
MT195,563242.068,7438818.146
MT196,563225.068,7438738.145
MT195,563242.068,7438818.146
MT197,563165.068,7438838.146
MT197,563165.068,7438838.146
MT198,563174.068,7438917.146
MT199,563141.068,7438635.145
MT200,563130.068,7438552.145
MT1685,563118.068,7438483.144
MT201,563101.067,7438377.144
MT201,563101.067,7438377.144
MT202,563117.068,7438168.143
MT202,563117.068,7438168.143
MT203,563117.068,7438162.143
MT204,563117.068,7438162.143
MT205,563175.068,7438155.143
MT205,563175.068,7438155.143
MT206,563363.069,7438139.143
MT207,563658.070,7438109.143
MT208,563727.070,7438062.143
MT208,563727.070,7438062.143
MT209,563790.070,7437991.142
MT209,563790.070,7437991.142
MT210,563880.071,7437889.142
MT210,563880.071,7437889.142
MT211,564011.071,7437772.141
MT211,564011.071,7437772.141
MT212,563955.071,7437731.141
MT1700,564106.072,7437686.141
MT213,564280.072,7437535.140
MT213,564280.072,7437535.140
MT214,564250.072,7437495.140
MT213,564280.072,7437535.140
MT215,564413.073,7437415.140
MT1683,563131.068,7437983.142
MT1684,563140.068,7437891.142
MT216,563152.068,7437727.141
MT217,563166.068,7437551.141
MT218,563176.068,7437412.140
MT219,563190.068,7437261.139
MT219,563190.068,7437261.139
MT220,563240.068,7437254.139
MT219,563190.068,7437261.139
MT221,563194.068,7437221.139
MT221,563194.068,7437221.139
MT222,563204.068,7437195.139
MT222,563204.068,7437195.139
MT223,563114.067,7437180.139
MT223,563114.067,7437180.139
MT224,563129.067,7437087.139
MT222,563204.068,7437195.139
MT225,563237.068,7437123.139
MT1678,563322.068,7436941.138
MT1679,563374.069,7436832.138
MT226,563383.069,7436703.137
MT227,563396.069,7436492.136
MT1669,563416.069,7436203.135
MT249,563418.069,7436156.135
MT1670,563611.069,7436166.135
MT1671,563679.070,7436169.135
MT228,563679.070,7436169.135
MT229,564310.072,7436143.135
MT229,564310.072,7436143.135
MT230,563936.071,7436164.135
MT230,563936.071,7436164.135
MT231,563935.071,7436276.135
MT231,563935.071,7436276.135
MT232,563925.071,7436772.137
MT1672,564594.074,7436126.135
MT233,564702.074,7436123.135
MT233,564702.074,7436123.135
MT234,564846.075,7436036.134
MT234,564846.075,7436036.134
MT235,565051.075,7435849.133
MT235,565051.075,7435849.133
MT236,565311.077,7435614.132
MT236,565311.077,7435614.132
MT237,565544.077,7435325.131
MT237,565544.077,7435325.131
MT238,565629.078,7435469.132
MT237,565544.077,7435325.131
MT239,565625.078,7435223.131
MT239,565625.078,7435223.131
MT240,565515.077,7435163.131
MT241,565125.076,7434755.129
MT242,565033.075,7434660.129
MT242,565033.075,7434660.129
MT243,565109.076,7434563.128
MT242,565033.075,7434660.129
MT244,564851.075,7434465.128
MT244,564851.075,7434465.128
MT245,564737.074,7434407.128
MT245,564737.074,7434407.128
MT246,564688.074,7434488.128
MT1674,564524.073,7434638.129
MT1675,564443.073,7434711.129
MT245,564737.074,7434407.128
MT247,564635.074,7434356.127
MT239,565625.078,7435223.131
MT248,565695.078,7435262.131
MT249,563418.069,7436156.135
MT250,563124.067,7436136.135
MT1667,562899.066,7436123.135
MT1664,562773.066,7436114.135
MT1655,562307.064,7436086.135
MT251,562238.064,7436084.135
MT1663,562218.064,7436175.135
MT1643,562194.064,7436298.135
MT1644,562180.063,7436388.136
MT253,562160.063,7436471.136
MT253,562160.063,7436471.136
MT254,562094.063,7436467.136
MT254,562094.063,7436467.136
MT255,561695.061,7436459.136
MT1651,561415.060,7436449.136
MT256,561397.060,7436448.136
MT257,561405.060,7436384.136
MT258,561413.060,7436328.136
MT258,561413.060,7436328.136
MT259,561432.060,7436214.135
MT259,561432.060,7436214.135
MT260,561415.060,7436082.135
MT260,561415.060,7436082.135
MT261,561337.060,7435972.134
MT256,561397.060,7436448.136
MT262,561388.060,7436513.136
MT1652,561193.059,7436834.138
MT1653,561131.059,7436938.138
MT253,562160.063,7436471.136
MT264,562119.063,7436675.137
MT1641,561952.063,7436880.138
MT1642,561906.062,7436935.138
MT994,561681.061,7437140.139
MT266,561667.061,7437215.139
MT268,561392.060,7437483.140
MT269,561375.060,7437482.140
MT269,561375.060,7437482.140
MT270,560931.058,7437462.140
MT270,560931.058,7437462.140
MT271,560724.057,7437452.140
MT271,560724.057,7437452.140
MT272,560703.057,7437546.141
MT271,560724.057,7437452.140
MT273,560572.057,7437401.140
MT273,560572.057,7437401.140
MT274,560624.057,7437119.139
MT273,560572.057,7437401.140
MT275,560471.056,7437365.140
MT275,560471.056,7437365.140
MT276,560488.056,7437293.140
MT277,560380.056,7437332.140
MT278,560241.055,7437287.140
MT278,560241.055,7437287.140
MT279,560179.055,7437265.140
MT279,560179.055,7437265.140
MT280,560195.055,7436967.138
MT279,560179.055,7437265.140
MT281,559985.054,7437200.139
MT281,559985.054,7437200.139
MT282,559841.054,7437229.139
MT282,559841.054,7437229.139
MT283,559914.054,7437416.140
MT283,559914.054,7437416.140
MT284,559963.054,7437543.141
MT284,559963.054,7437543.141
MT285,559990.054,7437655.141
MT282,559841.054,7437229.139
MT286,559745.053,7437247.140
MT286,559745.053,7437247.140
MT287,559625.053,7437348.140
MT287,559625.053,7437348.140
MT288,559397.052,7437543.141
MT288,559397.052,7437543.141
MT289,559332.052,7437600.141
MT290,559302.051,7437615.141
MT291,559128.051,7437778.142
MT291,559128.051,7437778.142
MT292,559053.050,7437848.142
MT270,560931.058,7437462.140
MT293,560915.058,7437592.141
MT294,561479.061,7437422.140
MT295,561469.061,7437309.140
MT1908,561670.061,7437500.140
MT296,561720.062,7437500.140
MT296,561720.062,7437500.140
MT297,561923.063,7437512.141
MT297,561923.063,7437512.141
MT298,562043.063,7437517.141
MT301,561690.061,7437858.142
MT302,561617.061,7437847.142
MT303,561510.061,7438443.144
MT304,561544.061,7438329.144
MT305,561630.061,7438491.145
MT303,561510.061,7438443.144
MT306,561822.062,7438576.145
MT305,561630.061,7438491.145
MT306,561822.062,7438576.145
MT1907,561848.062,7438588.145
MT305,561630.061,7438491.145
MT307,561633.061,7438412.144
MT1639,561484.061,7438601.145
MT1640,561467.061,7438688.145
MT1638,562250.064,7436001.134
MT1634,562280.064,7435817.134
MT1689,563181.068,7439097.147
MT308,563058.067,7439139.147
MT1690,562937.067,7439159.147
MT312,562796.066,7439183.147
MT310,562796.066,7439183.147
MT311,562805.066,7439212.147
MT312,562796.066,7439183.147
MT313,562696.066,7439201.147
MT315,562661.066,7439233.147
MT316,562645.066,7439215.147
MT1693,562485.065,7439398.148
MT2073,562437.065,7439444.148
MT317,562437.065,7439444.148
MT318,562376.065,7439512.149
MT183,564873.075,7439235.147
MT320,564906.075,7439188.147
MT321,564906.075,7439188.147
MT322,564964.075,7439073.147
MT1706,565054.076,7438896.146
MT323,565078.076,7438840.146
MT323,565078.076,7438840.146
MT324,565325.077,7439003.146
MT323,565078.076,7438840.146
MT325,565104.076,7438790.145
MT1707,565143.076,7438716.145
MT1708,565186.076,7438620.145
MT1710,565213.076,7438398.144
MT326,565223.076,7438338.144
MT326,565223.076,7438338.144
MT327,565223.076,7438316.143
MT1711,565537.078,7437913.142
MT1712,565618.078,7437873.142
MT1730,564948.075,7439633.149
MT1731,564927.075,7439745.149
MT1734,564877.075,7439984.150
MT329,564865.075,7440048.151
MT329,564865.075,7440048.151
MT330,564856.075,7440096.151
MT330,564856.075,7440096.151
MT331,564814.075,7440141.151
MT1736,564619.074,7440234.151
MT332,564481.073,7440299.152
MT1737,564540.074,7440402.152
MT1738,564627.074,7440564.153
MT332,564481.073,7440299.152
MT333,564069.072,7440494.152
MT333,564069.072,7440494.152
MT334,564065.072,7440435.152
MT1740,564120.072,7440280.152
MT1741,564158.072,7440170.151
MT1739,564074.072,7440571.153
MT335,564086.072,7440655.153
MT335,564086.072,7440655.153
MT336,564068.072,7440798.154
MT175,565860.079,7439338.148
MT337,565864.079,7439325.148
MT1716,565909.079,7439141.147
MT1713,565936.080,7439035.146
MT1714,566014.080,7438894.146
MT1658,566077.080,7438783.145
MT338,566077.080,7438783.145
MT339,566039.080,7438712.145
MT1661,566307.081,7438366.144
MT1662,566370.081,7438260.143
MT340,566370.081,7438260.143
MT341,566402.081,7438112.143
MT342,566420.081,7438038.142
MT1821,566447.082,7437924.142
MT344,566382.081,7437919.142
MT345,566330.081,7437914.142
MT1822,566163.080,7437933.142
MT1823,566134.080,7437937.142
MT347,566477.082,7437799.141
MT348,566504.082,7437684.141
MT349,566617.082,7437429.140
MT350,566651.082,7437347.139
MT350,566651.082,7437347.139
MT351,566654.082,7437273.139
MT1555,566986.084,7437251.139
MT354,567043.084,7437245.139
MT355,567110.084,7437240.139
MT356,567305.085,7437231.139
MT1826,567326.085,7436863.137
MT1827,567332.085,7436755.137
MT358,566695.082,7436875.137
MT359,566706.083,7436767.137
MT360,566735.083,7436681.137
MT361,566770.083,7436580.136
MT1423,566100.080,7436562.136
MT364,566032.080,7436560.136
MT364,566032.080,7436560.136
MT365,565902.079,7436561.136
MT365,565902.079,7436561.136
MT366,565882.079,7436725.137
MT367,566827.083,7436334.135
MT368,566859.083,7436211.135
MT368,566859.083,7436211.135
MT369,566843.083,7436204.135
MT368,566859.083,7436211.135
MT370,566880.083,7436133.134
MT370,566880.083,7436133.134
MT371,566969.084,7436079.134
MT372,566969.084,7436079.134
MT373,566837.083,7435909.133
MT373,566837.083,7435909.133
MT374,566948.083,7435831.133
MT375,566768.083,7435822.133
MT1856,566445.081,7435411.132
MT376,567031.084,7436042.134
MT377,567271.085,7435902.133
MT1884,567110.084,7435493.132
MT380,567081.084,7435417.131
MT380,567081.084,7435417.131
MT381,567069.084,7435400.131
MT382,567328.085,7435869.133
MT383,567392.085,7435833.133
MT383,567392.085,7435833.133
MT384,567575.086,7435730.133
MT385,567656.086,7435734.133
MT386,567851.087,7435742.133
MT1858,567794.087,7435497.132
MT1859,567768.087,7435371.131
MT386,567851.087,7435742.133
MT389,567943.088,7435744.133
MT390,567943.088,7435744.133
MT391,567916.088,7435808.133
MT389,567943.088,7435744.133
MT392,568003.088,7435747.133
MT393,568091.088,7435685.132
MT394,568160.089,7435637.132
MT394,568160.089,7435637.132
MT395,568224.089,7435568.132
MT395,568224.089,7435568.132
MT396,568250.089,7435593.132
MT397,568250.089,7435593.132
MT398,568314.089,7435535.132
MT1587,568189.089,7435358.131
MT1588,568151.088,7435313.131
MT398,568314.089,7435535.132
MT401,568390.089,7435486.132
MT1406,568816.091,7435814.133
MT404,568878.092,7435862.133
MT405,568935.092,7435904.133
MT406,569013.092,7435954.134
MT407,569078.092,7435994.134
MT410,569167.093,7436048.134
MT408,569167.093,7436048.134
MT409,569119.093,7436078.134
MT410,569167.093,7436048.134
MT411,569232.093,7436089.134
MT412,569232.093,7436089.134
MT413,569280.093,7436120.134
MT1862,569557.094,7436173.134
MT417,569846.096,7436228.135
MT415,569846.096,7436228.135
MT416,569814.096,7436311.135
MT417,569846.096,7436228.135
MT418,569950.096,7436247.135
MT1342,570734.099,7436421.135
MT422,570826.100,7436442.135
MT420,570826.100,7436442.135
MT421,570852.100,7436413.135
MT422,570826.100,7436442.135
MT423,570969.100,7436477.136
MT1513,571856.104,7436790.137
MT424,571903.104,7436806.137
MT424,571903.104,7436806.137
MT425,571933.105,7436907.137
MT425,571933.105,7436907.137
MT426,571970.105,7436992.137
MT1869,572057.105,7437180.138
MT428,572099.105,7437270.139
MT429,572143.105,7437367.139
MT430,572186.106,7437456.139
MT1581,572267.106,7437634.140
MT432,572309.106,7437722.140
MT1579,572408.107,7437794.141
MT1580,572459.107,7437824.141
MT435,572163.106,7437248.139
MT1582,572257.106,7437220.138
MT436,571970.105,7436992.137
MT437,572042.105,7436991.137
MT437,572042.105,7436991.137
MT438,572113.105,7436985.137
MT424,571903.104,7436806.137
MT439,571882.104,7436725.136
MT439,571882.104,7436725.136
MT440,572066.105,7436716.136
MT441,571889.104,7436611.136
MT1898,571894.104,7436516.136
MT1873,571916.104,7436016.133
MT450,571920.104,7435915.133
MT1433,572590.107,7435615.132
MT448,572669.108,7435578.132
MT446,572669.108,7435578.132
MT447,572682.108,7435597.132
MT1879,573024.109,7435539.131
MT1885,573082.109,7435531.131
MT451,571924.104,7435812.133
MT452,571928.104,7435712.132
MT453,571939.104,7435573.132
MT1877,571969.105,7435394.131
MT1875,571724.104,7435529.132
MT1876,571645.103,7435459.131
MT455,571645.103,7435459.131
MT456,571625.103,7435439.131
MT401,568390.089,7435486.132
MT457,568463.090,7435434.131
MT458,568662.091,7435070.130
MT459,568736.091,7434936.129
MT460,568736.091,7434936.129
MT461,568654.091,7434892.129
MT462,568476.090,7434892.129
MT463,568308.089,7434892.129
MT463,568308.089,7434892.129
MT464,568047.088,7434871.129
MT459,568736.091,7434936.129
MT465,568854.091,7434715.129
MT465,568854.091,7434715.129
MT466,568779.091,7434864.129
MT1813,568890.092,7434891.129
MT1814,568951.092,7434925.129
MT465,568854.091,7434715.129
MT469,568871.091,7434682.128
MT470,568838.091,7434658.128
MT471,568808.091,7434637.128
MT471,568808.091,7434637.128
MT472,568846.091,7434581.128
MT473,568878.091,7434338.127
MT474,568897.092,7434187.126
MT1816,568809.091,7434179.126
MT479,568741.091,7434171.126
MT477,568741.091,7434171.126
MT478,568739.091,7434199.126
MT480,568648.090,7434157.126
MT481,568567.090,7434144.126
MT481,568567.090,7434144.126
MT482,568559.090,7434222.127
MT483,568906.092,7434112.126
MT484,568914.092,7434033.126
MT485,568958.092,7434027.126
MT1564,569084.092,7434024.126
MT486,568945.092,7433778.125
MT487,568957.092,7433680.124
MT1494,570906.100,7433725.124
MT492,570986.100,7433726.124
MT490,570986.100,7433726.124
MT491,570986.100,7433706.124
MT493,571071.101,7433728.124
MT1434,571176.101,7433732.124
MT1451,572458.106,7433122.122
MT494,572532.107,7433092.122
MT1888,572691.107,7433088.121
MT496,572766.108,7433087.121
MT1407,573324.110,7433083.121
MT498,573414.110,7433080.121
MT1883,573600.111,7433081.121
MT502,573695.112,7433082.121
MT1336,573652.111,7433427.123
MT1880,573644.111,7433511.123
MT502,573695.112,7433082.121
MT503,573788.112,7433090.121
MT1853,574201.114,7433101.121
MT506,574270.114,7433103.121
MT1850,574647.116,7433112.121
MT508,574764.116,7433115.121
MT1848,575126.118,7433115.121
MT510,575166.118,7433115.121
MT510,575166.118,7433115.121
MT511,575333.118,7433139.121
MT511,575333.118,7433139.121
MT512,575397.119,7433150.121
MT513,575481.119,7433182.122
MT514,575532.119,7433200.122
MT515,575611.120,7433096.121
MT1846,575748.120,7432914.121
MT516,575676.120,7433266.122
MT517,575781.120,7433332.122
MT518,575927.121,7433427.123
MT519,576093.122,7433535.123
MT1845,576307.123,7433672.124
MT521,576385.123,7433722.124
MT521,576385.123,7433722.124
MT522,576461.123,7433768.124
MT522,576461.123,7433768.124
MT523,576511.123,7433801.124
MT524,576511.123,7433801.124
MT525,576617.124,7433885.124
MT526,576762.125,7433993.125
MT527,576856.125,7434064.125
MT1882,577132.126,7434273.126
MT529,577199.126,7434324.126
MT2101,577578.128,7433548.123
MT531,577640.128,7433423.122
MT532,577786.129,7433450.122
MT1529,577894.129,7433471.123
MT1531,578429.131,7433439.122
MT533,578620.132,7433430.122
MT533,578620.132,7433430.122
MT534,578860.133,7433416.122
MT1327,578640.132,7432973.120
MT536,578668.132,7432412.118
MT536,578668.132,7432412.118
MT537,578757.133,7432389.118
MT538,578953.134,7432322.118
MT539,579151.134,7432254.117
MT539,579151.134,7432254.117
MT540,579398.135,7432163.117
MT541,579641.136,7432154.117
MT542,579783.137,7432151.117
MT542,579783.137,7432151.117
MT543,579516.136,7432524.118
MT543,579516.136,7432524.118
MT544,579608.136,7432604.119
MT544,579608.136,7432604.119
MT545,579744.137,7432724.119
MT545,579744.137,7432724.119
MT546,579796.137,7432772.120
MT546,579796.137,7432772.120
MT547,579837.137,7432715.119
MT546,579796.137,7432772.120
MT548,579997.138,7432953.120
MT548,579997.138,7432953.120
MT549,580048.138,7432888.120
MT548,579997.138,7432953.120
MT550,580100.138,7433046.121
MT550,580100.138,7433046.121
MT551,580148.139,7433195.121
MT552,580141.139,7433398.122
MT553,580137.139,7433534.123
MT554,580091.138,7433666.123
MT555,580027.138,7433844.124
MT555,580027.138,7433844.124
MT556,579944.138,7433937.124
MT556,579944.138,7433937.124
MT557,579889.138,7433993.124
MT557,579889.138,7433993.124
MT558,579827.137,7434060.125
MT558,579827.137,7434060.125
MT559,579718.137,7434183.125
MT559,579718.137,7434183.125
MT560,579568.136,7434221.125
MT560,579568.136,7434221.125
MT561,579496.136,7434251.126
MT562,578498.132,7432450.118
MT2099,578491.132,7432452.118
MT531,577640.128,7433423.122
MT563,577602.128,7433415.122
MT564,577258.127,7434367.126
MT565,577339.127,7434428.127
MT565,577339.127,7434428.127
MT566,577461.127,7434216.126
MT565,577339.127,7434428.127
MT567,577478.128,7434531.127
MT567,577478.128,7434531.127
MT568,577399.127,7434641.127
MT1890,577848.129,7434360.126
MT572,577920.129,7434285.126
MT573,577971.130,7434233.126
MT574,577998.130,7434205.126
MT574,577998.130,7434205.126
MT575,578138.130,7434141.125
MT576,578320.131,7434129.125
MT1889,578408.131,7434123.125
MT577,577601.128,7434624.127
MT578,577617.128,7434649.127
MT580,577696.129,7434784.128
MT581,577748.129,7434877.128
MT1892,577872.129,7435076.129
MT583,577911.129,7435141.129
MT583,577911.129,7435141.129
MT584,578004.130,7435194.130
MT1893,578174.131,7435219.130
MT1532,578272.131,7435234.130
MT1540,579029.134,7435350.130
MT586,579118.135,7435361.130
MT586,579118.135,7435361.130
MT587,579281.135,7435388.130
MT588,579335.135,7435264.130
MT589,579416.136,7435083.129
MT589,579416.136,7435083.129
MT590,579750.137,7435303.130
MT590,579750.137,7435303.130
MT591,579818.137,7435351.130
MT1584,580182.139,7435077.129
MT2097,580216.139,7435050.129
MT589,579416.136,7435083.129
MT593,579455.136,7434995.129
MT593,579455.136,7434995.129
MT594,579539.136,7434816.128
MT595,579618.137,7434641.127
MT1325,579662.137,7434541.127
MT597,576499.123,7433687.124
MT598,576537.124,7433610.123
MT598,576537.124,7433610.123
MT599,576607.124,7433402.122
MT599,576607.124,7433402.122
MT600,576698.124,7433146.121
MT601,576767.124,7432950.121
MT602,576780.124,7432913.120
MT1881,576854.125,7432698.119
MT604,576887.125,7432601.119
MT605,576951.125,7432513.119
MT606,577202.126,7432189.117
MT1868,577054.126,7432030.117
MT608,576963.125,7431932.116
MT608,576963.125,7431932.116
MT609,576619.124,7431571.115
MT610,576582.124,7431532.115
MT1867,576404.123,7431256.114
MT606,577202.126,7432189.117
MT611,577301.127,7432057.117
MT611,577301.127,7432057.117
MT612,577461.127,7432213.117
MT611,577301.127,7432057.117
MT613,577381.127,7431955.116
MT613,577381.127,7431955.116
MT614,577431.127,7432013.117
MT615,577510.128,7431967.116
MT616,577596.128,7431917.116
MT616,577596.128,7431917.116
MT617,577744.128,7431832.116
MT613,577381.127,7431955.116
MT618,577326.127,7431885.116
MT613,577381.127,7431955.116
MT619,577648.128,7431602.115
MT619,577648.128,7431602.115
MT620,577554.128,7431569.115
MT620,577554.128,7431569.115
MT621,577466.127,7431536.115
MT1586,577225.126,7431267.114
MT623,577151.126,7431185.113
MT623,577151.126,7431185.113
MT624,576928.125,7431346.114
MT623,577151.126,7431185.113
MT625,576984.125,7431000.113
MT625,576984.125,7431000.113
MT626,576912.125,7430918.112
MT1865,576796.124,7430687.111
MT1866,576755.124,7430605.111
MT619,577648.128,7431602.115
MT628,577815.129,7431384.114
MT628,577815.129,7431384.114
MT629,577871.129,7431347.114
MT1385,578360.131,7431387.114
MT630,578467.131,7431396.114
MT1864,578712.132,7431414.114
MT632,579033.134,7431412.114
MT632,579033.134,7431412.114
MT633,579034.134,7431380.114
MT634,579098.134,7431360.114
MT1863,579175.134,7431337.114
MT632,579033.134,7431412.114
MT635,579032.134,7431420.114
MT602,576780.124,7432913.120
MT636,576876.125,7432918.120
MT600,576698.124,7433146.121
MT637,576466.123,7433115.121
MT639,576358.123,7433816.124
MT640,576308.123,7433991.125
MT640,576308.123,7433991.125
MT641,576405.123,7434008.125
MT641,576405.123,7434008.125
MT642,576452.123,7434017.125
MT1841,576195.122,7434386.126
MT645,576189.122,7434406.127
MT645,576189.122,7434406.127
MT646,576127.122,7434408.127
MT646,576127.122,7434408.127
MT647,575963.121,7434402.127
MT648,575877.121,7434448.127
MT649,575739.120,7434523.127
MT649,575739.120,7434523.127
MT650,575765.120,7434617.127
MT651,575656.120,7434566.127
MT652,575580.120,7434607.127
MT652,575580.120,7434607.127
MT653,575453.119,7434631.128
